sa2_code_2021,Private 4 profit%,Fee per hr,Fee growth%,% fee above cap,Low quality%,On track%,Prenatal visits%,Low b/weight%,Age4 enr%,Reg/remote%,Indig%,SEIFA %,cluster
106021114,66.67,10.74,5.49993071038402,7.14285714285714,0,63,90.9,6,91.11111111111111,0,12.392638036809815,0.35,3
106021116,100,10.74,5.49993071038402,7.14285714285714,0,50.4,90.9,6,86.99186991869918,100,7.511045655375552,0.75,3
106031119,0,10.79,4.13342489844542,7.69230769230769,0,55.8,90.9,8.1,96.15384615384616,100,9.75609756097561,0.39,2
106031120,66.67,10.79,4.13342489844542,7.69230769230769,0,60.3,90.9,8.1,74.57627118644068,100,18.28978622327791,0.15,2
106031121,42.86,10.79,4.13342489844542,7.69230769230769,0,44.1,90.9,8.1,92.54658385093167,100,8.813559322033898,0.41,2
106031122,50,10.79,4.13342489844542,7.69230769230769,12.5,44,90.9,8.1,92.17877094972067,0,21.899224806201552,0.07,2
106031123,33.33,10.79,4.13342489844542,7.69230769230769,0,72.5,90.9,8.1,85.24590163934425,100,10,0.71,2
106031124,50,10.79,4.13342489844542,7.69230769230769,0,79.39999999999999,90.9,8.1,100,100,14.925373134328357,0.29,2
106031125,55.56,10.79,4.13342489844542,7.69230769230769,0,61.7,90.9,8.1,89.28571428571429,100,13.379669852302346,0.47,2
107011131,53.85,10.63,3.71087586619161,6.25,7.6923076923076925,40.60000000000001,97.1,6.4,87.71331058020478,100,10.352805089647196,0.26,2
107011132,80,10.63,3.71087586619161,6.25,0,47.400000000000006,97.1,6.4,98.34254143646409,0,6.172839506172839,0.63,3
107011134,62.5,10.63,3.71087586619161,6.25,12.5,70.9,97.1,6.4,88.63636363636364,0,5.114155251141553,0.54,3
107011545,50,10.63,3.71087586619161,6.25,25,43.8,97.1,6.4,85.80246913580247,0,11.420612813370472,0.07,3
107011546,28.57,10.63,3.71087586619161,6.25,0,35.2,97.1,6.4,80.17241379310344,0,10.616929698708752,0.03,2
107011547,100,10.63,3.71087586619161,6.25,0,41.900000000000006,97.1,6.4,94.73684210526315,0,14.229249011857709,0.15,3
107031136,81.82,11.28,5.18023431535578,15.6862745098039,0,59.5,96.8,5.9,87.88927335640139,100,7.914500288850375,0.48,3
107031137,50,11.28,5.18023431535578,15.6862745098039,0,43.10000000000001,96.8,5.9,89.53488372093024,0,13.195876288659797,0.14,3
107031138,75,11.28,5.18023431535578,15.6862745098039,0,67.69999999999999,96.8,5.9,115.18987341772151,100,4.848484848484849,0.67,3
107031139,50,11.28,5.18023431535578,15.6862745098039,0,91.3,96.8,5.9,109.09090909090908,100,4.4186046511627906,0.77,3
107031140,75,11.28,5.18023431535578,15.6862745098039,0,80.2,96.8,5.9,89.1566265060241,100,4.536862003780719,0.79,3
107031141,80,11.28,5.18023431535578,15.6862745098039,10,59.099999999999994,96.8,5.9,91.26637554585153,100,4.829123328380387,0.67,3
107031142,66.67,11.28,5.18023431535578,15.6862745098039,0,63.6,96.8,5.9,94.73684210526315,0,8.09968847352025,0.33,3
107031143,55.56,11.28,5.18023431535578,15.6862745098039,0,38.4,96.8,5.9,89.16256157635468,0,16.64156626506024,0.08,3
107041144,75,11.12,4.10324853424411,11.6666666666667,0,63.7,96,5.4,91.74311926605505,0,3.706343549536707,0.52,3
107041145,55.56,11.12,4.10324853424411,11.6666666666667,0,57.100000000000016,96,5.4,95.34883720930233,0,8.23199251637044,0.29,3
107041146,40,11.12,4.10324853424411,11.6666666666667,0,61.8,96,5.4,105.46218487394958,0,3.8095238095238098,0.66,3
107041147,80,11.12,4.10324853424411,11.6666666666667,0,68.09999999999998,96,5.4,100,100,3.7897310513447433,0.83,3
107041148,66.67,11.12,4.10324853424411,11.6666666666667,0,61.9,96,5.4,85.45454545454545,0,1.8912529550827424,0.89,3
107041150,62.5,11.12,4.10324853424411,11.6666666666667,0,66.79999999999998,96,5.4,95.06172839506173,0,2.821748107364074,0.65,3
107041548,53.85,11.12,4.10324853424411,11.6666666666667,7.6923076923076925,59.7,96,5.4,87.36842105263159,0,3.716216216216216,0.59,3
107041549,40,11.12,4.10324853424411,11.6666666666667,0,47.70000000000001,96,5.4,90.55555555555556,0,3.2520325203252036,0.47,3
108011151,0,10.14,5.78224654252585,14.2857142857143,0,55.3,90.5,7,78.18181818181819,100,15.272727272727272,0.18,2
108011152,83.33,10.14,5.78224654252585,14.2857142857143,16.666666666666664,66.09999999999998,90.5,7,100,100,18.081761006289305,0.16,2
108011153,75,10.14,5.78224654252585,14.2857142857143,0,56.70000000000002,90.5,7,89.36170212765957,100,10.985915492957748,0.21,2
108011154,75,10.14,5.78224654252585,14.2857142857143,25,63.6,90.5,7,102.7027027027027,100,22.429906542056074,0.06,2
109011172,55.56,10.83,5.09639757277825,12.5,22.22222222222222,52.1,78.3,6.3,88.75968992248062,100,5.1266213712168005,0.6,2
109011173,50,10.83,5.09639757277825,12.5,25,50.7,78.3,6.3,90.29850746268657,100,12.895069532237674,0.16,2
109011174,30,10.83,5.09639757277825,12.5,0,43.70000000000001,78.3,6.3,95.32710280373831,100,6.8471337579617835,0.47,2
109011175,0,10.83,5.09639757277825,12.5,0,59.3,78.3,6.3,88.95348837209302,100,6.42939150401837,0.45,2
109011176,37.5,10.83,5.09639757277825,12.5,0,51.4,78.3,6.3,93.47826086956522,100,11.496196111580726,0.07,2
109031180,0,10.88,7.20068378273772,9.09090909090909,0,63.2,88,3.2,89.58333333333334,100,6.185567010309279,0.17,2
109031181,33.33,10.88,7.20068378273772,9.09090909090909,0,72.4,88,3.2,102.46913580246914,100,4,0.3,3
109031182,33.33,10.88,7.20068378273772,9.09090909090909,33.33333333333333,52.400000000000006,88,3.2,131.91489361702128,100,10.319410319410318,0.18,2
109031183,0,10.88,7.20068378273772,9.09090909090909,0,47.5,88,3.2,104.54545454545455,100,5.773672055427252,0.4,2
109031184,0,10.88,7.20068378273772,9.09090909090909,0,56.600000000000016,88,3.2,91.54929577464789,100,5.949656750572083,0.43,2
109031185,25,10.88,7.20068378273772,9.09090909090909,25,47.5,88,3.2,98.9247311827957,100,5.973025048169557,0.25,2
110041199,37.5,10.42,3.99569143119474,7.14285714285714,0,63.1,88.9,6.5,94.24460431654677,100,31.69336384439359,0.21,2
110041200,0,10.42,3.99569143119474,7.14285714285714,0,73.6,88.9,6.5,96.07843137254902,100,19.714285714285715,0.31,2
110041201,0,10.42,3.99569143119474,7.14285714285714,0,68.09999999999998,88.9,6.5,89.41176470588236,100,29.44915254237288,0.13,2
110041202,40,10.42,3.99569143119474,7.14285714285714,20,40.900000000000006,88.9,6.5,87.44588744588745,100,24.770039421813404,0.27,2
110041203,63.64,10.42,3.99569143119474,7.14285714285714,0,44.1,88.9,6.5,83.5820895522388,100,18.826219512195124,0.39,2
110041204,100,10.42,3.99569143119474,7.14285714285714,0,38.7,88.9,6.5,60.33057851239669,100,46.00326264274062,0.02,2
110041205,28.57,10.42,3.99569143119474,7.14285714285714,14.285714285714285,50,88.9,6.5,85.36585365853658,100,18.307567127746136,0.39,2
111011206,42.86,11.2,5.91376307731144,12.7659574468085,0,63.8,92.3,7,87.5,0,10.04739336492891,0.43,3
111011207,100,11.2,5.91376307731144,12.7659574468085,0,60.7,92.3,7,83.63636363636363,0,13.742690058479532,0.18,3
111011208,54.55,11.2,5.91376307731144,12.7659574468085,9.090909090909092,69.09999999999998,92.3,7,95.32710280373831,0,7.700258397932816,0.52,3
111011209,37.5,11.2,5.91376307731144,12.7659574468085,12.5,56.70000000000002,92.3,7,91.61290322580645,0,11.105178857447944,0.46,3
111011210,50,11.2,5.91376307731144,12.7659574468085,0,54.29999999999999,92.3,7,101.78571428571428,0,19.855072463768117,0.06,2
111011211,50,11.2,5.91376307731144,12.7659574468085,0,76.1,92.3,7,94.28571428571428,0,3.225806451612903,0.61,3
111011212,50,11.2,5.91376307731144,12.7659574468085,25,51.4,92.3,7,85.07462686567165,100,10.5643994211288,0.38,2
111011213,100,11.2,5.91376307731144,12.7659574468085,0,66.39999999999999,92.3,7,93.82716049382715,0,4.166666666666666,0.81,3
111011214,75,11.2,5.91376307731144,12.7659574468085,0,59.7,92.3,7,92.25806451612904,0,8.105022831050228,0.53,3
111021215,0,10.37,5.07044886194189,3.33333333333333,0,57.8,93.5,7,80,0,13.854595336076816,0.14,2
111021216,100,10.37,5.07044886194189,3.33333333333333,0,66.09999999999998,93.5,7,79.83870967741935,0,12.750716332378223,0.42,3
111021217,50,10.37,5.07044886194189,3.33333333333333,0,67.69999999999999,93.5,7,90.6015037593985,0,10.551724137931034,0.48,3
111021218,37.5,10.37,5.07044886194189,3.33333333333333,0,59.5,93.5,7,89.78494623655914,0,14.165261382799327,0.36,3
111021219,42.86,10.37,5.07044886194189,3.33333333333333,0,56.89999999999999,93.5,7,93.10344827586206,0,12.03931203931204,0.3,3
111021220,66.67,10.37,5.07044886194189,3.33333333333333,33.33333333333333,71.6,93.5,7,99,0,11.0912343470483,0.5,3
111021221,100,10.37,5.07044886194189,3.33333333333333,16.666666666666664,40.900000000000006,93.5,7,90.10989010989012,0,10.646387832699618,0.27,3
111031222,62.5,11.11,3.96149875790375,6.66666666666667,12.5,72.2,93.1,6,95.1923076923077,0,5.699916177703269,0.68,3
111031223,20,11.11,3.96149875790375,6.66666666666667,0,31.3,93.1,6,82.85714285714286,0,25.573770491803277,0.05,2
111031224,69.23,11.11,3.96149875790375,6.66666666666667,15.384615384615385,72.3,93.1,6,88.6178861788618,0,7.578008915304606,0.5,3
111031225,62.5,11.11,3.96149875790375,6.66666666666667,0,64.3,93.1,6,106.21468926553672,0,5.545112781954887,0.62,3
111031226,57.14,11.11,3.96149875790375,6.66666666666667,0,53.79999999999999,93.1,6,94.71544715447155,0,9.452054794520548,0.58,3
111031227,60,11.11,3.96149875790375,6.66666666666667,0,49.400000000000006,93.1,6,98.05194805194806,0,6.802120141342756,0.32,3
111031228,60,11.11,3.96149875790375,6.66666666666667,0,79.29999999999998,93.1,6,88.38709677419355,0,3.689567430025445,0.86,3
111031229,57.14,11.11,3.96149875790375,6.66666666666667,0,69.29999999999998,93.1,6,100,0,4.201680672268908,0.79,3
111031231,16.67,11.11,3.96149875790375,6.66666666666667,0,53.7,93.1,6,81.14754098360656,0,10.699588477366255,0.13,2
111031232,66.67,11.11,3.96149875790375,6.66666666666667,0,60.2,93.1,6,96.51162790697676,0,9.40959409594096,0.39,3
111031233,37.5,11.11,3.96149875790375,6.66666666666667,0,52.5,93.1,6,97.65258215962442,0,10.939794419970632,0.32,3
111031234,66.67,11.11,3.96149875790375,6.66666666666667,0,61.1,93.1,6,95.72649572649573,0,8.054522924411401,0.37,3
111031235,50,11.11,3.96149875790375,6.66666666666667,0,67.5,93.1,6,96.80851063829788,0,5.272407732864675,0.55,3
112011236,25,10.77,4.92738280709177,3.7037037037037,0,52.3,94.4,5.1,94.15204678362574,100,8.441558441558442,0.25,2
112011237,66.67,10.77,4.92738280709177,3.7037037037037,0,53.29999999999999,94.4,5.1,90.27027027027027,100,5.708848715509039,0.54,3
112011238,50,10.77,4.92738280709177,3.7037037037037,0,66.69999999999999,94.4,5.1,89.65517241379311,100,2.079002079002079,0.73,3
112011239,50,10.77,4.92738280709177,3.7037037037037,0,80.9,94.4,5.1,84.6938775510204,100,4.27807486631016,0.38,3
112011240,28.57,10.77,4.92738280709177,3.7037037037037,14.285714285714285,65.1,94.4,5.1,101.04166666666667,100,2.8469750889679712,0.63,3
112011241,33.33,10.77,4.92738280709177,3.7037037037037,0,44.9,94.4,5.1,90.32258064516128,100,12.218649517684888,0.15,2
112011242,25,10.77,4.92738280709177,3.7037037037037,0,75.9,94.4,5.1,99.0909090909091,100,4.354587869362364,0.74,3
112011243,42.86,10.77,4.92738280709177,3.7037037037037,0,74,94.4,5.1,84.15841584158416,100,2.404809619238477,0.4,3
112021244,37.5,10.29,5.09207682804982,6.25,0,39.5,88.5,9.3,106.33802816901408,100,22.26107226107226,0.05,2
112021245,0,10.29,5.09207682804982,6.25,0,38.2,88.5,9.3,92.64705882352942,100,11.868686868686869,0.14,2
112021246,57.14,10.29,5.09207682804982,6.25,0,51.2,88.5,9.3,94.44444444444444,100,15.739769150052464,0.26,2
112021247,25,10.29,5.09207682804982,6.25,25,53.79999999999999,88.5,9.3,88.40579710144928,100,9.112709832134293,0.13,2
112021248,42.86,10.29,5.09207682804982,6.25,0,59.099999999999994,88.5,9.3,103.4013605442177,100,12.589073634204276,0.1,2
112021249,0,10.29,5.09207682804982,6.25,0,57.4,88.5,9.3,90.41095890410958,100,4.411764705882353,0.47,2
113011256,20,10.63,4.52935209273087,7.69230769230769,10,47.70000000000001,89.6,5.4,84.88372093023256,100,10.917816436712656,0.21,2
113011257,25,10.63,4.52935209273087,7.69230769230769,0,60,89.6,5.4,92.6829268292683,100,13.617021276595745,0.36,2
113011258,0,10.63,4.52935209273087,7.69230769230769,0,42.30000000000001,89.6,5.4,81.88405797101449,100,15.90013140604468,0.24,2
113011259,33.33,10.63,4.52935209273087,7.69230769230769,0,57.100000000000016,89.6,5.4,89.65517241379311,100,26.45631067961165,0.17,2
113031263,75,10.69,6.94835816497162,4.65116279069768,0,48.3,92.3,6.1,96.92307692307692,100,17.016806722689076,0.18,2
113031264,50,10.69,6.94835816497162,4.65116279069768,0,66.69999999999999,92.3,6.1,97.77777777777777,100,8.118081180811808,0.23,2
113031265,33.33,10.69,6.94835816497162,4.65116279069768,0,60.6,92.3,6.1,91.17647058823529,100,11.27450980392157,0.19,2
113031266,40,10.69,6.94835816497162,4.65116279069768,20,68.79999999999998,92.3,6.1,82.5,100,5.620608899297424,0.26,2
113031267,33.33,10.69,6.94835816497162,4.65116279069768,16.666666666666664,56.49999999999999,92.3,6.1,91.02564102564102,100,11.010682004930157,0.52,2
113031268,50,10.69,6.94835816497162,4.65116279069768,0,54.1,92.3,6.1,90.58823529411765,100,6.471816283924843,0.69,3
113031269,60,10.69,6.94835816497162,4.65116279069768,0,52,92.3,6.1,87.75510204081633,100,14.055415617128464,0.34,2
113031270,23.08,10.69,6.94835816497162,4.65116279069768,7.6923076923076925,49,92.3,6.1,94.8905109489051,100,18.629807692307693,0.24,2
113031271,38.46,10.69,6.94835816497162,4.65116279069768,30.76923076923077,59.099999999999994,92.3,6.1,90.94650205761316,100,8.344459279038718,0.48,2
114011272,40,10.29,3.94863756517482,6.66666666666667,0,92.1,95.1,5,116.4179104477612,100,6.209850107066381,0.63,3
114011273,100,10.29,3.94863756517482,6.66666666666667,0,56.00000000000001,95.1,5,103.84615384615385,100,10.526315789473683,0.33,3
114011274,50,10.29,3.94863756517482,6.66666666666667,0,50.8,95.1,5,78.57142857142857,100,15.328467153284672,0.23,2
114011277,75,10.29,3.94863756517482,6.66666666666667,12.5,51.4,95.1,5,93.33333333333333,100,15.512465373961218,0.35,2
114011278,45,10.29,3.94863756517482,6.66666666666667,20,53.29999999999999,95.1,5,88.25396825396825,100,21.372767857142858,0.1,2
114011279,71.43,10.29,3.94863756517482,6.66666666666667,14.285714285714285,57.4,95.1,5,109.21052631578947,100,19.09722222222222,0.12,2
114011280,100,10.29,3.94863756517482,6.66666666666667,0,36.7,95.1,5,0,100,14.583333333333334,0.13,2
114011281,100,10.29,3.94863756517482,6.66666666666667,0,76.9,95.1,5,85.29411764705883,100,7.650273224043716,0.53,3
114011282,70,10.29,3.94863756517482,6.66666666666667,0,51.8,95.1,5,88,100,8.41025641025641,0.26,2
114011283,100,10.29,3.94863756517482,6.66666666666667,0,40.50000000000001,95.1,5,92.72727272727272,100,7.357859531772576,0.33,2
114021284,85.71,10.2,5.7267430808455,5.55555555555556,14.285714285714285,59.8,98.4,4.7,73.95833333333334,100,1.858736059479554,0.78,3
114021285,100,10.2,5.7267430808455,5.55555555555556,0,47.10000000000001,98.4,4.7,95.1219512195122,100,8.302583025830259,0.42,3
114021286,71.43,10.2,5.7267430808455,5.55555555555556,14.285714285714285,59.4,98.4,4.7,92.20779220779221,100,4.111245465538089,0.55,3
114021287,60,10.2,5.7267430808455,5.55555555555556,20,49.5,98.4,4.7,90.990990990991,100,6.746626686656672,0.43,3
114021288,0,10.2,5.7267430808455,5.55555555555556,0,65.9,98.4,4.7,86.66666666666667,100,2.6881720430107525,0.74,3
114021289,0,10.2,5.7267430808455,5.55555555555556,0,54.2,98.4,4.7,93.44262295081968,100,5.056179775280898,0.66,3
115011290,78.57,12.15,4.39692068993874,47.9452054794521,0,62.8,96.7,6.8,93.20652173913044,0,0.9188361408882084,0.89,1
115011291,81.25,12.15,4.39692068993874,47.9452054794521,12.5,62.2,96.7,6.8,89.2,0,0.2347417840375587,0.97,1
115011294,100,12.15,4.39692068993874,47.9452054794521,0,66.09999999999998,96.7,6.8,70.58823529411765,0,1.1235955056179776,0.97,1
115011296,50,12.15,4.39692068993874,47.9452054794521,0,70.2,96.7,6.8,89.78102189781022,0,0.9036144578313252,0.99,1
115011553,90,12.15,4.39692068993874,47.9452054794521,10,64.2,96.7,6.8,88.54166666666666,0,0,0.93,1
115011554,100,12.15,4.39692068993874,47.9452054794521,100,58.8,96.7,6.8,104.76190476190477,0,0,0.86,1
115011555,60,12.15,4.39692068993874,47.9452054794521,0,72.8,96.7,6.8,103.73831775700934,0,1.0954616588419406,0.97,1
115011556,57.14,12.15,4.39692068993874,47.9452054794521,0,63.6,96.7,6.8,95.09803921568627,0,0,0.94,1
115011557,100,12.15,4.39692068993874,47.9452054794521,0,62,96.7,6.8,76.78571428571429,0,0,0.99,1
115011558,83.33,12.15,4.39692068993874,47.9452054794521,0,58.00000000000001,96.7,6.8,100,0,0.3289473684210526,0.98,1
115021297,78.95,11.69,4.05181986550133,11.1111111111111,5.263157894736842,60.7,96,6.3,81.30434782608695,100,2.0253164556962027,0.9,3
115021298,0,11.69,4.05181986550133,11.1111111111111,0,75.5,96,6.3,80,100,4.2105263157894735,0.9,3
115041301,90,11.67,5.46692757350673,21.4285714285714,10,61.2,96.5,6,97.03703703703704,0,7.1951219512195115,0.75,3
116011303,50,10.59,4.62529220223252,8.06451612903226,12.5,51,94.9,6.9,76.89075630252101,0,2.18978102189781,0.42,3
116011304,64.29,10.59,4.62529220223252,8.06451612903226,14.285714285714285,43.70000000000001,94.9,6.9,84.2443729903537,0,5.473453749315818,0.32,3
116011306,44.44,10.59,4.62529220223252,8.06451612903226,33.33333333333333,47.70000000000001,94.9,6.9,78.96440129449837,0,4.832291074474133,0.45,3
116011307,50,10.59,4.62529220223252,8.06451612903226,7.142857142857142,52.900000000000006,94.9,6.9,86.5546218487395,0,3.242408646423057,0.57,3
116011560,71.43,10.59,4.62529220223252,8.06451612903226,14.285714285714285,54.2,94.9,6.9,79.75460122699386,0,2.182952182952183,0.39,3
116011561,50,10.59,4.62529220223252,8.06451612903226,25,52.400000000000006,94.9,6.9,73.75,0,2.642559109874826,0.42,3
116021309,71.43,11.7,6.00002775088874,32,0,54.400000000000006,95.5,6.4,86.77248677248677,0,0.297029702970297,0.92,3
116021562,100,11.7,6.00002775088874,32,0,54.79999999999999,95.5,6.4,79.54545454545455,0,0,0.9,3
116021563,66.67,11.7,6.00002775088874,32,0,65.2,95.5,6.4,80.70588235294117,0,2.5795356835769563,0.75,3
117011321,71.43,11.74,3.42300231812201,20,0,51.1,97.8,6.2,94.44444444444444,0,4.119850187265917,0.79,3
117011323,66.67,11.74,3.42300231812201,20,0,61.3,97.8,6.2,78.78787878787878,0,3.883495145631067,0.48,3
117021327,44.44,12.67,2.08340124832781,64,11.11111111111111,64.4,97.2,4.9,99.3006993006993,0,0.9316770186335404,0.92,1
117021328,40,12.67,2.08340124832781,64,0,62.8,97.2,4.9,95.45454545454545,0,4.27807486631016,0.82,1
117031329,0,13.45,2.6851615710705,77.7777777777778,0,64.5,97.7,7,97.36842105263158,0,0,0.96,1
117031330,46.67,13.45,2.6851615710705,77.7777777777778,0,65.2,97.7,7,97.16312056737588,0,1.5610651974288337,0.99,1
117031331,28.57,13.45,2.6851615710705,77.7777777777778,0,48.70000000000001,97.7,7,90.69767441860465,0,5.147058823529411,0.87,1
117031333,0,13.45,2.6851615710705,77.7777777777778,0,75,97.7,7,77.27272727272727,0,2.9850746268656714,0.9,1
117031336,57.14,13.45,2.6851615710705,77.7777777777778,14.285714285714285,68.29999999999998,97.7,7,83.05084745762711,0,0.702576112412178,0.9,1
118011339,70,15.21,4.1209213341621,92.4242424242424,40,57.50000000000001,97.6,4,66.50943396226415,0,0.2435064935064935,0.98,1
118011340,20,15.21,4.1209213341621,92.4242424242424,0,65.1,97.6,4,87.43961352657004,0,0.6772009029345373,0.97,1
118011341,44.44,15.21,4.1209213341621,92.4242424242424,5.555555555555555,57.600000000000016,97.6,4,91.12426035502959,0,0.3597122302158274,0.94,1
118011344,60,15.21,4.1209213341621,92.4242424242424,30,64,97.6,4,78.01418439716312,0,0,0.98,1
118011345,50,15.21,4.1209213341621,92.4242424242424,0,77.1,97.6,4,82.44274809160305,0,0,0.99,1
118011346,63.64,15.21,4.1209213341621,92.4242424242424,0,74.5,97.6,4,67.79661016949152,0,0,1,1
118011347,66.67,15.21,4.1209213341621,92.4242424242424,0,59,97.6,4,85.52631578947368,0,0.6651884700665188,0.99,1
118021564,80,13.36,3.93442587810873,72.4637681159421,0,57.8,97.5,4.9,86.53846153846155,0,0.9983361064891848,0.9,1
118021565,50,13.36,3.93442587810873,72.4637681159421,0,61.2,97.5,4.9,75.96899224806202,0,0.969529085872576,0.77,1
118021566,80,13.36,3.93442587810873,72.4637681159421,0,62.9,97.5,4.9,82.27848101265823,0,0,0.92,1
118021567,100,13.36,3.93442587810873,72.4637681159421,0,56.3,97.5,4.9,89.28571428571429,0,2.9931972789115644,0.68,1
118021568,66.67,13.36,3.93442587810873,72.4637681159421,0,42.00000000000001,97.5,4.9,75,0,0.47694753577106513,0.85,1
118021569,57.14,13.36,3.93442587810873,72.4637681159421,14.285714285714285,64.1,97.5,4.9,98.82352941176471,0,0.6151142355008787,0.96,1
118021570,40,13.36,3.93442587810873,72.4637681159421,0,47.20000000000001,97.5,4.9,84.04255319148936,0,0.8426966292134831,0.96,1
119011354,68.75,10.92,4.85648078169643,11.6504854368932,18.75,50,93.3,6.4,78.16711590296495,0,1.095759885659838,0.23,3
119011355,100,10.92,4.85648078169643,11.6504854368932,100,44.9,93.3,6.4,53.125,0,0,0.86,3
119011356,85.71,10.92,4.85648078169643,11.6504854368932,14.285714285714285,46.1,93.3,6.4,82.90155440414507,0,0.44682752457551383,0.37,3
119011358,71.43,10.92,4.85648078169643,11.6504854368932,0,70.2,93.3,6.4,83.17307692307693,0,2.092414995640802,0.59,3
119011360,90.91,10.92,4.85648078169643,11.6504854368932,9.090909090909092,59,93.3,6.4,83.25358851674642,0,2.3564064801178204,0.54,3
119011361,88.89,10.92,4.85648078169643,11.6504854368932,11.11111111111111,44.3,93.3,6.4,80.60606060606061,0,0.3010536879076769,0.21,3
119011571,90,10.92,4.85648078169643,11.6504854368932,0,41.8,93.3,6.4,63.286713286713294,0,0.3486345148169669,0.18,3
119011572,70,10.92,4.85648078169643,11.6504854368932,10,38.9,93.3,6.4,68,0,1.49439601494396,0.12,3
119031370,70,11.35,2.27302874005711,21.2121212121212,20,56.00000000000001,96.3,5.7,83.75,0,1.5945330296127564,0.51,3
119031371,75,11.35,2.27302874005711,21.2121212121212,0,76.2,96.3,5.7,99.10714285714286,0,0.9602194787379972,0.89,1
119031372,90,11.35,2.27302874005711,21.2121212121212,0,49.7,96.3,5.7,87.01298701298701,0,1.8839487565938209,0.74,3
119031373,57.14,11.35,2.27302874005711,21.2121212121212,14.285714285714285,55.2,96.3,5.7,98.30508474576271,0,1.1544011544011543,0.16,3
119031374,60,11.35,2.27302874005711,21.2121212121212,0,61.2,96.3,5.7,91.5929203539823,0,1.45032632342277,0.75,3
119041377,100,11.13,4.78873076973878,17.4603174603175,0,51.5,97,6.9,86.53846153846155,0,1.2150668286755772,0.67,3
119041378,0,11.13,4.78873076973878,17.4603174603175,14.285714285714285,63.8,97,6.9,85.18518518518519,0,0,0.65,3
119041379,80,11.13,4.78873076973878,17.4603174603175,0,61.8,97,6.9,80.92105263157895,0,0.8982035928143712,0.66,3
119041380,81.82,11.13,4.78873076973878,17.4603174603175,18.181818181818183,62.3,97,6.9,90.83969465648855,0,2.361275088547816,0.61,3
119041381,62.5,11.13,4.78873076973878,17.4603174603175,0,51.9,97,6.9,87.85046728971963,0,0.7434944237918215,0.56,3
119041382,87.5,11.13,4.78873076973878,17.4603174603175,0,70.8,97,6.9,91.76470588235294,0,1.7985611510791366,0.67,3
120011383,53.85,12.92,4.02080118196952,72.5,7.6923076923076925,65,97.2,6,92.40506329113924,0,1.059001512859304,0.9,1
120011385,75,12.92,4.02080118196952,72.5,50,73.3,97.2,6,92.3469387755102,0,0.2588438308886971,0.95,1
120011386,76.92,12.92,4.02080118196952,72.5,7.6923076923076925,52.900000000000006,97.2,6,92.10526315789474,0,0.949796472184532,0.88,1
120021387,33.33,14.31,5.48710492230134,90.9090909090909,16.666666666666664,71.6,97.6,5.7,94.01197604790418,0,0.4835589941972921,0.98,1
120021389,46.67,14.31,5.48710492230134,90.9090909090909,6.666666666666667,67.69999999999999,97.6,5.7,87.8048780487805,0,1.579925650557621,0.98,1
120031392,71.43,12.42,4.29731061435047,57.9710144927536,0,61.5,98.1,6,79.0909090909091,0,1.8105849582172704,0.77,1
120031393,90,12.42,4.29731061435047,57.9710144927536,10,59.599999999999994,98.1,6,85.78947368421052,0,1.2903225806451613,0.71,1
120031394,80,12.42,4.29731061435047,57.9710144927536,0,56.3,98.1,6,92.53731343283582,0,1.6699410609037328,0.82,1
120031395,42.86,12.42,4.29731061435047,57.9710144927536,14.285714285714285,70.7,98.1,6,86.13138686131386,0,2.1592442645074224,0.89,1
120031396,83.33,12.42,4.29731061435047,57.9710144927536,0,39.7,98.1,6,80.1526717557252,0,0.7570977917981072,0.71,1
120031576,100,12.42,4.29731061435047,57.9710144927536,0,57.50000000000001,98.1,6,92.85714285714286,0,0,0.8,1
121011399,72.73,13.81,2.96780440032497,82.089552238806,0,63.4,97.6,5.6,88.8,0,0.45045045045045046,0.96,1
121011401,72.22,13.81,2.96780440032497,82.089552238806,11.11111111111111,71,97.6,5.6,82.44274809160305,0,0.33594624860022393,0.99,1
121021403,80,12.22,4.98525457537445,46.8085106382979,20,55.8,98.3,5.2,87.71929824561403,0,0.6765067650676507,0.91,1
121021404,66.67,12.22,4.98525457537445,46.8085106382979,11.11111111111111,56.70000000000002,98.3,5.2,90.27777777777779,100,2.275600505689001,0.91,1
121021406,55.56,12.22,4.98525457537445,46.8085106382979,0,64.2,98.3,5.2,88.49557522123894,0,1.0612244897959184,0.95,1
121021577,100,12.22,4.98525457537445,46.8085106382979,16.666666666666664,60.7,98.3,5.2,91.83673469387756,0,0,0.72,1
121021578,66.67,12.22,4.98525457537445,46.8085106382979,0,61.9,98.3,5.2,91.72932330827066,0,1.969057665260197,0.85,1
121021579,71.43,12.22,4.98525457537445,46.8085106382979,0,57.4,98.3,5.2,85.20710059171599,0,0.30549898167006106,0.88,1
121031407,75,14.19,3.46529144514868,85.9649122807018,0,54.1,98.3,3.7,83.56164383561644,0,0,0.98,1
121031408,46.15,14.19,3.46529144514868,85.9649122807018,0,61.7,98.3,3.7,89.86486486486487,0,0.591715976331361,1,1
121031409,70,14.19,3.46529144514868,85.9649122807018,0,69.49999999999999,98.3,3.7,87.5598086124402,0,0.7782101167315175,1,1
121031410,66.67,14.19,3.46529144514868,85.9649122807018,0,64.7,98.3,3.7,91.0394265232975,0,0.529500756429652,1,1
121031411,84.62,14.19,3.46529144514868,85.9649122807018,0,67.69999999999999,98.3,3.7,87.87878787878788,0,0,0.99,1
