sa2_code_2021,Private 4 profit%,Fee per hr,Fee growth%,% fee above cap,Low quality%,On track%,Prenatal visits%,Low b/weight%,Age4 enr%,Reg/remote%,Indig%,SEIFA %,cluster
104011082,50,10.48,4.13886650706333,16.6666666666667,0,54.400000000000006,92.9,5.6,81.03448275862068,100,12.985571587125415,0.2,2
104021083,20,10.5,5.34006655228834,2.32558139534884,20,40.70000000000001,89.7,5.9,121.81818181818183,100,11.11111111111111,0.4,2
104021084,50,10.5,5.34006655228834,2.32558139534884,25,39.8,89.7,5.9,96.875,100,13.414634146341465,0.21,2
104021085,66.67,10.5,5.34006655228834,2.32558139534884,0,51.4,89.7,5.9,94.11764705882352,100,12,0.24,2
104021086,25,10.5,5.34006655228834,2.32558139534884,25,48.70000000000001,89.7,5.9,90.2439024390244,100,10.87866108786611,0.47,2
104021087,50,10.5,5.34006655228834,2.32558139534884,0,45.2,89.7,5.9,0,100,10.16949152542373,0.13,2
104021088,75,10.5,5.34006655228834,2.32558139534884,0,57.600000000000016,89.7,5.9,91.11111111111111,100,7.703281027104136,0.66,2
104021089,66.67,10.5,5.34006655228834,2.32558139534884,11.11111111111111,56.70000000000002,89.7,5.9,92.3076923076923,100,12.396694214876034,0.28,2
104021090,50,10.5,5.34006655228834,2.32558139534884,0,52.8,89.7,5.9,86.66666666666667,100,11.50442477876106,0.27,2
104021091,85.71,10.5,5.34006655228834,2.32558139534884,14.285714285714285,49.7,89.7,5.9,88.55421686746988,100,10.1956745623069,0.28,2
106011107,62.5,10.32,4.72720959107225,7.40740740740741,0,49,89.8,6.8,95.77464788732394,100,12.318220701454234,0.47,2
106011108,45.45,10.32,4.72720959107225,7.40740740740741,18.181818181818183,48.80000000000001,89.8,6.8,90.17543859649123,100,23.56687898089172,0.06,2
106011110,25,10.32,4.72720959107225,7.40740740740741,0,59.4,89.8,6.8,144.11764705882354,100,13.79310344827586,0.4,2
106011111,42.86,10.32,4.72720959107225,7.40740740740741,28.57142857142857,41.8,89.8,6.8,76.19047619047619,100,17.859064012910167,0.07,2
106011112,50,10.32,4.72720959107225,7.40740740740741,12.5,50.5,89.8,6.8,92.62672811059907,100,14.391143911439114,0.33,2
